routine,t_avg,t_std,t_med,n
check_action_statuses,0.003,0.011,0.0,16483
update_state,0.0,0.0,0.0,16483
sense_environment,0.798,0.487,0.806,16482
update_state_environment,0.003,0.01,0.0,16482
get_environment_broadcasts,0.0,0.004,0.0,16482
get_agent_broadcasts,0.008,0.066,0.0,16482
sense,0.812,0.487,0.813,16482
think,0.434,0.672,0.333,16482
perform_broadcast,0.031,0.035,0.019,156
do,0.509,0.559,0.206,16482
perform_wait_for_messages,0.513,0.56,0.211,15974
perform_state_change,0.456,0.519,0.116,627
perform_observation,0.488,0.536,0.24,390
