Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 30.46533781725041
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
8,300,,16.401,-92.779,745.8,-30.49,33.89,nan
8,448,,18.252,-96.423,825.3,37.86,42.41,nan
8,602,,17.177,-93.599,759.9,-32.03,35.65,nan
8,1274,,18.0,-96.266,804.5,36.2,40.47,nan
8,1391,,14.702,-91.181,779.6,-33.99,37.91,nan
8,3700,,16.223,-94.627,691.0,22.78,25.18,nan
8,3922,,16.445,-95.399,700.0,24.3,26.89,nan
8,4231,,15.873,-93.665,693.4,-23.2,25.65,nan
9,300,,16.401,-92.779,666.7,-17.65,19.47,nan
9,448,,18.252,-96.423,737.0,29.36,32.61,nan
9,602,,17.177,-93.599,665.8,-17.42,19.21,nan
9,1274,,18.0,-96.266,720.1,27.18,30.13,nan
9,1391,,14.702,-91.181,740.1,-29.74,33.04,nan
9,1948,,18.587,-92.054,770.9,-33.07,36.85,nan
9,2300,,18.414,-95.118,716.3,26.64,29.53,nan
9,2848,,18.479,-91.796,775.9,-33.56,37.42,nan
9,3700,,16.223,-94.627,636.6,6.49,7.14,nan
9,3832,,18.076,-92.231,739.0,-29.6,32.88,nan
9,3922,,16.445,-95.399,648.3,12.21,13.44,nan
9,3965,,17.801,-92.026,735.3,-29.15,32.37,nan
9,4231,,15.873,-93.665,639.4,-8.26,9.09,nan
10,300,,16.401,-92.779,651.8,-13.21,14.55,nan
10,448,,18.252,-96.423,705.2,24.89,27.56,nan
10,602,,17.177,-93.599,633.4,-2.38,2.62,nan
10,1274,,18.0,-96.266,694.3,23.1,25.55,nan
10,1948,,18.587,-92.054,678.2,-20.07,22.16,nan
10,2300,,18.414,-95.118,662.1,16.28,17.95,nan
10,2848,,18.479,-91.796,684.4,-21.29,23.53,nan
10,3700,,16.223,-94.627,652.1,13.32,14.67,nan
10,3832,,18.076,-92.231,662.4,-16.36,18.04,nan
10,3922,,16.445,-95.399,665.4,17.13,18.89,nan
10,3965,,17.801,-92.026,665.3,-17.12,18.87,nan
10,4231,,15.873,-93.665,655.0,-14.25,15.7,nan
11,300,,16.401,-92.779,705.1,-24.74,27.39,nan
11,448,,18.252,-96.423,737.4,29.2,32.43,nan
11,602,,17.177,-93.599,671.8,-18.49,20.4,nan
11,1274,,18.0,-96.266,733.4,28.69,31.86,nan
11,1948,,18.587,-92.054,646.4,-10.88,11.98,nan
11,2300,,18.414,-95.118,675.2,19.24,21.24,nan
11,2848,,18.479,-91.796,653.3,-13.44,14.8,nan
11,3700,,16.223,-94.627,733.1,28.66,31.82,nan
11,3832,,18.076,-92.231,650.7,-12.56,13.83,nan
11,3922,,16.445,-95.399,746.6,30.28,33.66,nan
11,3965,,17.801,-92.026,660.8,-15.7,17.31,nan
11,4231,,15.873,-93.665,735.7,-28.99,32.19,nan
12,448,,18.252,-96.423,826.1,37.61,42.15,nan
12,602,,17.177,-93.599,770.4,-32.73,36.48,nan
12,1948,,18.587,-92.054,683.8,-20.85,23.03,nan
12,2300,,18.414,-95.118,752.0,30.79,34.25,nan
12,2848,,18.479,-91.796,690.8,-22.16,24.5,nan
12,3832,,18.076,-92.231,707.2,-24.92,27.59,nan
12,3965,,17.801,-92.026,722.9,-27.19,30.16,nan
13,1948,,18.587,-92.054,780.6,-33.63,37.51,nan
13,2848,,18.479,-91.796,787.1,-34.23,38.21,nan
15,449,,29.575,-90.159,770.8,32.41,36.12,nan
15,753,,30.285,-90.403,820.6,36.88,41.31,nan
15,883,,29.248,-90.68,751.9,30.37,33.78,nan
15,2375,,29.865,-90.512,791.1,34.37,38.38,nan
15,2640,,29.936,-91.553,807.9,35.84,40.09,nan
15,2676,,29.645,-89.759,776.6,32.99,36.79,nan
15,2963,,29.825,-91.107,793.5,34.58,38.63,nan
15,2969,,29.09,-90.226,740.5,29.02,32.25,nan
15,3121,,29.341,-90.637,757.3,30.98,34.48,nan
15,4029,,29.734,-91.175,788.2,34.1,38.07,nan
15,4241,,29.279,-89.366,756.5,30.89,34.38,nan
15,4537,,29.324,-90.622,756.2,30.85,34.34,nan
15,4630,,29.481,-89.981,765.0,31.8,35.42,nan
16,108,,30.178,-89.74,709.1,24.5,27.15,nan
16,449,,29.575,-90.159,685.4,20.28,22.41,nan
16,753,,30.285,-90.403,721.3,26.32,29.2,nan
16,788,,29.738,-92.387,753.5,30.39,33.82,nan
16,883,,29.248,-90.68,681.7,19.5,21.55,nan
16,2375,,29.865,-90.512,702.8,23.48,25.99,nan
16,2640,,29.936,-91.553,731.1,27.67,30.72,nan
16,2676,,29.645,-89.759,684.7,20.13,22.25,nan
16,2963,,29.825,-91.107,713.7,25.2,27.93,nan
16,2969,,29.09,-90.226,668.9,16.51,18.22,nan
16,3121,,29.341,-90.637,684.0,20.0,22.1,nan
16,4029,,29.734,-91.175,711.6,24.88,27.57,nan
16,4241,,29.279,-89.366,669.5,16.66,18.39,nan
16,4537,,29.324,-90.622,683.1,19.81,21.89,nan
16,4630,,29.481,-89.981,679.8,19.1,21.1,nan
17,108,,30.178,-89.74,660.0,13.58,14.97,nan
17,449,,29.575,-90.159,661.3,13.99,15.43,nan
17,753,,30.285,-90.403,677.6,18.32,20.24,nan
17,788,,29.738,-92.387,751.1,29.96,33.33,nan
17,883,,29.248,-90.68,675.3,17.79,19.64,nan
17,1350,,31.628,-85.065,781.2,-33.16,37.0,nan
17,1598,,33.815,-89.769,842.0,38.27,42.96,nan
17,1896,,32.399,-90.064,753.7,30.26,33.68,nan
17,2018,,30.708,-84.866,760.1,-30.98,34.5,nan
17,2375,,29.865,-90.512,673.8,17.42,19.24,nan
17,2640,,29.936,-91.553,713.0,24.9,27.6,nan
17,2676,,29.645,-89.759,653.0,11.04,12.16,nan
17,2844,,34.152,-89.904,869.4,40.17,45.21,nan
17,2963,,29.825,-91.107,693.6,21.61,23.91,nan
17,2969,,29.09,-90.226,662.2,14.27,15.73,nan
17,3121,,29.341,-90.637,674.0,17.47,19.29,nan
17,4029,,29.734,-91.175,695.3,21.93,24.26,nan
17,4241,,29.279,-89.366,645.0,7.02,7.73,nan
17,4537,,29.324,-90.622,673.5,17.35,19.15,nan
17,4630,,29.481,-89.981,656.5,12.39,13.65,nan
18,108,,30.178,-89.74,678.4,18.21,20.11,nan
18,449,,29.575,-90.159,704.8,23.36,25.88,nan
18,753,,30.285,-90.403,700.0,22.52,24.93,nan
18,788,,29.738,-92.387,807.8,35.44,39.65,nan
18,883,,29.248,-90.68,734.4,27.72,30.8,nan
18,1052,,34.422,-86.392,771.2,31.99,35.67,nan
18,1121,,35.069,-88.247,805.3,35.22,39.4,nan
18,1129,,34.806,-87.38,786.0,33.47,37.37,nan
18,1284,,32.682,-85.91,696.3,-21.87,24.2,nan
18,1350,,31.628,-85.065,697.8,-22.14,24.5,nan
18,1460,,34.407,-89.793,786.7,33.53,37.44,nan
18,1598,,33.815,-89.769,752.8,29.99,33.37,nan
18,1880,,32.925,-85.193,726.3,-26.63,29.56,nan
18,1896,,32.399,-90.064,704.1,23.24,25.74,nan
18,2018,,30.708,-84.866,701.6,-22.82,25.26,nan
18,2375,,29.865,-90.512,711.3,24.42,27.06,nan
18,2640,,29.936,-91.553,757.8,30.55,34.02,nan
18,2655,,33.944,-87.106,734.2,27.7,30.76,nan
18,2676,,29.645,-89.759,689.9,20.65,22.83,nan
18,2844,,34.152,-89.904,774.8,32.36,36.09,nan
18,2901,,34.798,-87.623,784.9,33.36,37.24,nan
18,2963,,29.825,-91.107,738.0,28.2,31.33,nan
18,2969,,29.09,-90.226,722.1,26.04,28.89,nan
18,3024,,33.425,-86.334,717.4,25.36,28.12,nan
18,3121,,29.341,-90.637,729.8,27.11,30.1,nan
18,3798,,34.174,-85.753,769.4,31.82,35.46,nan
18,4029,,29.734,-91.175,743.2,28.85,32.07,nan
18,4241,,29.279,-89.366,689.7,20.61,22.79,nan
18,4432,,33.141,-83.202,822.4,-36.65,41.06,nan
18,4508,,34.205,-85.617,774.7,-32.35,36.08,nan
18,4537,,29.324,-90.622,729.7,27.09,30.08,nan
18,4630,,29.481,-89.981,701.3,22.76,25.2,nan
19,108,,30.178,-89.74,759.4,30.56,34.03,nan
19,295,,37.01,-88.269,835.7,37.55,42.13,nan
19,697,,37.019,-88.219,835.6,37.54,42.11,nan
19,753,,30.285,-90.403,782.7,32.99,36.82,nan
19,934,,34.36,-82.823,778.7,-32.59,36.36,nan
19,984,,34.052,-81.22,859.9,-39.29,44.19,nan
19,1052,,34.422,-86.392,678.2,17.84,19.71,nan
19,1121,,35.069,-88.247,718.1,25.23,27.98,nan
19,1129,,34.806,-87.38,694.6,21.29,23.56,nan
19,1284,,32.682,-85.91,648.4,-7.57,8.33,nan
19,1287,,34.161,-84.072,719.5,-25.44,28.22,nan
19,1309,,33.662,-82.197,795.0,-34.15,38.17,nan
19,1350,,31.628,-85.065,674.5,-16.94,18.71,nan
19,1426,,35.624,-84.78,759.4,-30.56,34.03,nan
19,1460,,34.407,-89.793,736.0,27.73,30.81,nan
19,1551,,35.102,-85.227,722.7,25.91,28.75,nan
19,1598,,33.815,-89.769,718.6,25.3,28.06,nan
19,1708,,35.79,-84.24,783.6,-33.08,36.92,nan
19,1744,,34.027,-82.602,780.8,-32.8,36.6,nan
19,1880,,32.925,-85.193,662.8,-13.64,15.04,nan
19,1896,,32.399,-90.064,717.9,25.21,27.95,nan
19,2018,,30.708,-84.866,705.8,-23.29,25.79,nan
19,2369,,33.353,-83.157,740.8,-28.35,31.51,nan
19,2375,,29.865,-90.512,806.1,35.15,39.32,nan
19,2426,,37.169,-88.427,849.9,38.59,43.36,nan
19,2655,,33.944,-87.106,662.1,13.39,14.76,nan
19,2676,,29.645,-89.759,785.6,33.28,37.15,nan
19,2808,,36.097,-85.826,767.7,31.46,35.06,nan
19,2844,,34.152,-89.904,732.5,27.27,30.29,nan
19,2868,,34.8,-82.889,790.2,-33.71,37.66,nan
19,2876,,36.292,-86.659,774.4,32.16,35.87,nan
19,2901,,34.798,-87.623,696.6,21.65,23.96,nan
19,3024,,33.425,-86.334,651.3,9.13,10.06,nan
19,3066,,33.859,-82.391,788.1,-33.51,37.42,nan
19,3218,,36.155,-86.618,765.7,31.25,34.81,nan
19,3798,,34.174,-85.753,676.3,-17.39,19.2,nan
19,4311,,35.002,-85.618,710.9,24.11,26.72,nan
19,4350,,33.693,-82.341,787.6,-33.46,37.37,nan
19,4432,,33.141,-83.202,736.3,-27.77,30.86,nan
19,4508,,34.205,-85.617,679.5,-18.13,20.04,nan
19,4578,,34.174,-81.91,821.7,-36.46,40.85,nan
19,4584,,36.293,-85.945,778.8,32.61,36.38,nan
19,4658,,34.165,-84.726,698.4,-21.99,24.34,nan
20,295,,37.01,-88.269,754.4,29.81,33.18,nan
20,697,,37.019,-88.219,753.5,29.7,33.05,nan
20,934,,34.36,-82.823,708.4,-23.46,25.99,nan
20,1052,,34.422,-86.392,645.7,4.45,4.91,nan
20,1101,,36.868,-85.144,716.0,24.68,27.37,nan
20,1121,,35.069,-88.247,689.0,19.89,22.0,nan
20,1129,,34.806,-87.38,662.6,13.1,14.45,nan
20,1284,,32.682,-85.91,669.1,-15.12,16.69,nan
20,1287,,34.161,-84.072,667.1,-14.54,16.04,nan
20,1309,,33.662,-82.197,739.4,-27.97,31.09,nan
20,1350,,31.628,-85.065,717.3,-24.87,27.58,nan
20,1426,,35.624,-84.78,671.7,-15.84,17.49,nan
20,1460,,34.407,-89.793,745.9,28.79,32.02,nan
20,1538,,35.436,-80.952,810.6,-35.38,39.6,nan
20,1551,,35.102,-85.227,654.3,-9.9,10.91,nan
20,1598,,33.815,-89.769,746.9,28.91,32.16,nan
20,1708,,35.79,-84.24,686.6,-19.39,21.43,nan
20,1744,,34.027,-82.602,718.2,-25.01,27.74,nan
20,1880,,32.925,-85.193,665.4,-14.0,15.44,nan
20,1887,,36.538,-85.45,698.1,21.67,23.98,nan
20,1896,,32.399,-90.064,791.8,33.7,37.65,nan
20,1914,,36.227,-84.093,704.9,-22.87,25.33,nan
20,2018,,30.708,-84.866,771.6,-31.7,35.35,nan
20,2333,,36.164,-83.498,718.5,-25.05,27.79,nan
20,2369,,33.353,-83.157,703.9,-22.69,25.13,nan
20,2426,,37.169,-88.427,767.1,31.22,34.79,nan
20,2574,,35.963,-83.534,710.5,-23.81,26.38,nan
20,2655,,33.944,-87.106,655.3,10.32,11.37,nan
20,2808,,36.097,-85.826,678.8,17.64,19.49,nan
20,2844,,34.152,-89.904,751.5,29.47,32.79,nan
20,2868,,34.8,-82.889,708.2,-23.43,25.97,nan
20,2876,,36.292,-86.659,690.3,20.15,22.29,nan
20,2901,,34.798,-87.623,668.0,14.78,16.31,nan
20,3024,,33.425,-86.334,652.2,-8.88,9.78,nan
20,3066,,33.859,-82.391,728.5,-26.52,29.44,nan
20,3218,,36.155,-86.618,684.5,18.94,20.94,nan
20,3798,,34.174,-85.753,643.8,-1.34,1.47,nan
20,4203,,39.008,-86.5,852.2,38.62,43.4,nan
20,4274,,34.756,-90.123,764.1,30.89,34.42,nan
20,4279,,35.603,-80.236,855.5,-38.85,43.68,nan
20,4311,,35.002,-85.618,650.1,7.72,8.5,nan
20,4350,,33.693,-82.341,732.4,-27.05,30.04,nan
20,4432,,33.141,-83.202,706.5,-23.14,25.63,nan
20,4508,,34.205,-85.617,644.1,-2.26,2.49,nan
20,4578,,34.174,-81.91,749.6,-29.23,32.52,nan
20,4584,,36.293,-85.945,686.4,19.35,21.4,nan
20,4658,,34.165,-84.726,653.4,-9.46,10.42,nan
20,4669,,35.022,-81.011,801.2,-34.56,38.64,nan
21,295,,37.01,-88.269,729.3,26.39,29.3,nan
21,697,,37.019,-88.219,727.4,26.13,29.01,nan
21,934,,34.36,-82.823,699.0,-21.53,23.84,nan
21,1052,,34.422,-86.392,682.4,18.12,20.03,nan
21,1101,,36.868,-85.144,655.2,9.62,10.61,nan
21,1121,,35.069,-88.247,725.0,25.78,28.62,nan
21,1129,,34.806,-87.38,698.1,21.37,23.66,nan
21,1284,,32.682,-85.91,752.7,-29.4,32.72,nan
21,1287,,34.161,-84.072,681.1,-17.82,19.7,nan
21,1309,,33.662,-82.197,743.4,-28.27,31.43,nan
21,1350,,31.628,-85.065,815.6,-35.65,39.93,nan
21,1426,,35.624,-84.78,646.0,-2.95,3.25,nan
21,1460,,34.407,-89.793,814.2,35.53,39.79,nan
21,1538,,35.436,-80.952,748.8,-28.94,32.19,nan
21,1551,,35.102,-85.227,652.4,-8.21,9.05,nan
21,1598,,33.815,-89.769,831.4,36.93,41.42,nan
21,1708,,35.79,-84.24,648.4,-5.54,6.1,nan
21,1744,,34.027,-82.602,716.3,-24.48,27.15,nan
21,1880,,32.925,-85.193,733.2,-26.93,29.91,nan
21,1887,,36.538,-85.45,651.2,7.54,8.31,nan
21,1914,,36.227,-84.093,650.8,-7.31,8.05,nan
21,2333,,36.164,-83.498,659.6,-11.48,12.66,nan
21,2334,,37.042,-79.537,830.2,-36.84,41.31,nan
21,2369,,33.353,-83.157,730.3,-26.53,29.46,nan
21,2426,,37.169,-88.427,739.1,27.72,30.81,nan
21,2574,,35.963,-83.534,658.2,-10.95,12.08,nan
21,2655,,33.944,-87.106,715.6,24.37,27.02,nan
21,2808,,36.097,-85.826,651.1,7.46,8.22,nan
21,2844,,34.152,-89.904,827.6,36.63,41.07,nan
21,2868,,34.8,-82.889,685.6,-18.83,20.82,nan
21,2876,,36.292,-86.659,667.2,14.09,15.55,nan
21,2901,,34.798,-87.623,706.4,22.85,25.32,nan
21,3024,,33.425,-86.334,719.8,-25.02,27.75,nan
21,3066,,33.859,-82.391,729.1,-26.37,29.28,nan
21,3218,,36.155,-86.618,665.3,13.51,14.91,nan
21,3798,,34.174,-85.753,680.5,-17.68,19.53,nan
