plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0,5ccae28a,0,20.0,0.111
0,0,5ccae264,0,30.0,0.111
0,0,5ccae274,0,80.0,0.111
0,0,5ccae24d,0,130.0,0.111
0,0,5ccae250,0,140.0,0.111
0,0,5ccae273,0,160.0,0.111
0,0,5ccae27c,0,4790.0,0.105
0,0,5ccae26c,0,4820.0,0.105
0,0,5ccae286,0,4950.0,0.105
0,0,5ccae27f,0,5110.0,0.105
0,0,5ccae260,0,5730.0,0.104
0,0,5ccae2a6,0,5750.0,0.104
0,0,5ccae2a0,0,6020.0,0.103
0,0,5ccae257,0,10880.0,0.097
0,0,5ccae261,0,10910.0,0.097
0,0,5ccae297,0,10940.0,0.097
0,0,5ccae295,0,10950.0,0.097
0,0,5ccae2a5,0,10980.0,0.097
0,0,5ccae277,0,11000.0,0.097
0,0,5ccae269,0,11210.0,0.097
0,0,5ccae29a,0,12810.0,0.095
0,0,5ccae290,0,12850.0,0.095
0,0,5ccae249,0,12900.0,0.095
0,0,5ccae265,0,12940.0,0.094
0,0,5ccae25d,0,12950.0,0.094
0,0,5ccae2aa,0,13000.0,0.094
0,0,5ccae263,0,13070.0,0.094
0,0,5ccae24b,0,13080.0,0.094
0,0,5ccae2a1,0,13090.0,0.094
0,0,5ccae25c,0,18610.0,0.087
0,0,5ccae288,0,22780.0,0.082
0,0,5ccae283,0,23590.0,0.081
0,0,5ccae25e,0,23670.0,0.081
0,0,5ccae28f,0,29580.0,0.073
0,0,5ccae29e,0,29630.0,0.073
0,0,5ccae2a8,0,29670.0,0.073
0,0,5ccae24e,0,29710.0,0.073
0,0,5ccae292,0,30630.0,0.072
0,0,5ccae28d,0,35530.0,0.065
0,0,5ccae266,0,35540.0,0.065
0,0,5ccae26b,0,35550.0,0.065
0,0,5ccae255,0,36800.0,0.064
0,0,5ccae299,0,36850.0,0.064
0,0,5ccae25b,0,37070.0,0.063
0,0,5ccae29f,0,40370.0,0.059
0,0,5ccae29b,0,40490.0,0.059
0,0,5ccae259,0,41700.0,0.057
