routine,t_avg,t_std,t_med,n
check_action_statuses,0.002,0.012,0.0,155
update_state,0.0,0.0,0.0,155
sense_environment,0.172,0.13,0.172,154
update_state_environment,0.001,0.005,0.0,154
get_environment_broadcasts,0.0,0.0,0.0,154
get_agent_broadcasts,0.0,0.0,0.0,154
sense,0.175,0.132,0.176,154
think,0.948,5.594,0.08,154
perform_broadcast,0.003,0.007,0.0,8
do,0.118,0.131,0.087,154
perform_wait_for_messages,0.121,0.132,0.091,145
perform_state_change,0.125,0.136,0.094,134
perform_measurement,0.038,0.023,0.027,7
