routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.0,0.0,0.0,1015
__check_action_completion,0.0,0.0,0.0,1015
preplanner/__get_new_requests,0.0,0.0,0.0,1015
preplanner/__update_performed_requests,0.0,0.0,0.0,1015
preplanner/_update_access_times,0.049,1.564,0.0,1015
preplanner/needs_planning,0.0,0.0,0.0,1015
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,1.467,0.0,1.467,1
preplanner/_schedule_broadcasts,0.032,0.0,0.032,2
preplanner/_schedule_maneuvers,0.224,0.0,0.224,1
preplanner/__schedule_periodic_replan,0.324,0.0,0.324,1
preplanner/generate_plan,2.274,0.0,2.274,1
replanner/__get_new_requests,0.0,0.0,0.0,1015
replanner/__update_performed_requests,0.0,0.0,0.0,1015
replanner/_update_access_times,0.034,1.062,0.0,1015
