routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.018,0.094,0.0,12623
__check_action_completion,0.0,0.008,0.0,12623
preplanner/update_percepts,0.004,0.024,0.001,12623
preplanner/needs_planning,0.0,0.005,0.0,12623
preplanner/calculate_access_times,0.575,0.0,0.575,1
preplanner/_schedule_observations,151.766,0.0,151.766,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,280.212,0.0,280.212,1
preplanner/_schedule_maneuvers,4.655,0.0,4.655,1
preplanner/__schedule_periodic_replan,2.831,0.0,2.831,1
preplanner/generate_plan,440.814,0.0,440.814,1
replanner/needs_planning,0.0,0.002,0.0,12623
