routine,t_avg,t_std,t_med,n
check_action_statuses,0.015,0.041,0.002,734
update_state,0.0,0.0,0.0,734
sense_environment,0.347,0.348,0.255,733
update_state_environment,0.002,0.017,0.0,733
get_environment_broadcasts,0.0,0.0,0.0,733
get_agent_broadcasts,0.0,0.0,0.0,733
sense,0.364,0.357,0.264,733
think,26.904,19.933,30.343,733
perform_broadcast,0.012,0.064,0.0,73
do,3.897,3.895,2.763,733
perform_wait_for_messages,4.123,3.894,2.945,686
perform_state_change,4.206,3.923,3.105,671
perform_measurement,0.258,0.254,0.134,37
