routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.003,0.029,0.0,730
__check_action_completion,0.0,0.0,0.0,730
preplanner/__get_new_requests,0.0,0.0,0.0,730
preplanner/__update_performed_requests,0.0,0.0,0.0,730
preplanner/_update_access_times,0.036,0.984,0.0,730
preplanner/needs_planning,0.0,0.0,0.0,730
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,310.041,0.0,310.041,1
preplanner/_schedule_broadcasts,2.494,1.989,2.494,2
preplanner/_schedule_maneuvers,46.905,0.0,46.905,1
preplanner/__schedule_periodic_replan,0.721,0.0,0.721,1
preplanner/generate_plan,398.118,0.0,398.118,1
replanner/__get_new_requests,0.0,0.0,0.0,730
replanner/__update_performed_requests,0.0,0.0,0.0,730
replanner/_update_access_times,0.277,2.479,0.0,730
replanner/_schedule_measurements,42.542,46.378,28.595,6
replanner/_schedule_broadcasts,0.924,1.504,0.265,12
replanner/_schedule_maneuvers,8.728,9.842,5.258,6
