routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00026,0.00136,2e-05,2360
__check_action_completion,6e-05,1e-05,6e-05,2360
preplanner/update_percepts,3e-05,2e-05,3e-05,2360
preplanner/needs_planning,0.0,0.0,0.0,2360
preplanner/calculate_access_opportunities,0.03751,0.0,0.03751,1
preplanner/_schedule_observations,0.1351,0.0,0.1351,1
preplanner/is_observation_path_valid,0.00047,0.0,0.00047,1
preplanner/_create_broadcast_path,0.00701,0.0,0.00701,1
preplanner/_schedule_broadcasts,0.05788,0.0,0.05788,1
preplanner/_schedule_maneuvers,0.1778,0.0,0.1778,1
preplanner/__schedule_periodic_replan,0.00334,0.0,0.00334,1
preplanner/generate_plan,0.3812,0.0,0.3812,1
replanner/compile_new_measurement_request_bids,0.0,0.0,1e-05,2360
replanner/update_percepts,0.00028,0.00059,0.00014,2360
replanner/check_request_completion,0.21384,10.05282,0.00393,2360
replanner/check_request_end_time,0.0,0.0,0.0,2360
replanner/compare_bids,0.00353,0.0062,0.0013,2360
replanner/consensus_phase,0.21738,10.05283,0.00701,2360
replanner/is_observation_path_valid,2e-05,0.00032,1e-05,4926
replanner/is_task_path_valid,2e-05,0.0,2e-05,2362
replanner/needs_planning,0.21742,10.05283,0.00705,2360
replanner/_get_available_requests,3e-05,1e-05,3e-05,223
replanner/_generate_bids_from_request,1e-05,0.0,1e-05,2
replanner/_get_matching_request,1e-05,0.0,1e-05,203
replanner/_can_bid,1e-05,0.0,1e-05,199
replanner/planning_phase,7e-05,0.0,7e-05,1
replanner/merge_plans,0.0751,0.0,0.0751,1
replanner/_schedule_observations,0.07545,0.0,0.07545,1
replanner/_schedule_maneuvers,0.05415,0.0,0.05415,1
replanner/_create_broadcast_path,0.01315,0.0,0.01315,1
replanner/_schedule_broadcasts,0.01328,0.0,0.01328,1
replanner/_schedule_waits,0.0,0.0,0.0,1
replanner/generate_plan,0.1464,0.0,0.1464,1
