routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.002,0.008,0.0,917
__check_action_completion,0.0,0.0,0.0,917
preplanner/update_percepts,0.0,0.001,0.0,917
preplanner/needs_planning,0.0,0.0,0.0,917
preplanner/calculate_access_times,0.247,0.0,0.247,1
preplanner/_schedule_observations,0.766,0.0,0.766,1
preplanner/is_observation_path_valid,0.063,0.0,0.063,1
preplanner/_schedule_broadcasts,6.29,0.0,6.29,1
preplanner/_schedule_maneuvers,0.052,0.0,0.052,1
preplanner/__schedule_periodic_replan,0.003,0.0,0.003,1
preplanner/generate_plan,7.302,0.0,7.302,1
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,917
replanner/update_percepts,0.002,0.008,0.0,917
replanner/check_request_completion,0.0,0.0,0.0,917
replanner/check_request_end_time,0.0,0.0,0.0,917
replanner/compare_bids,0.0,0.0,0.0,917
replanner/consensus_phase,0.0,0.0,0.0,917
replanner/is_observation_path_valid,0.0,0.005,0.0,9700
replanner/needs_planning,0.002,0.009,0.0,917
replanner/_get_available_requests,0.008,0.017,0.0,300
replanner/planning_phase,0.695,1.464,0.011,27
replanner/_schedule_observations,0.085,0.097,0.06,27
replanner/_schedule_maneuvers,0.027,0.022,0.028,27
replanner/_schedule_broadcasts,0.007,0.004,0.005,27
replanner/_schedule_waits,0.0,0.0,0.0,27
replanner/generate_plan,0.815,1.512,0.122,27
replanner/calc_imaging_time,0.117,0.087,0.112,7
