GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,lat [deg],lon [deg]
0,262,35.855,38.559
0,811,36.06,37.519
0,1114,36.383,38.183
0,2664,37.2,35.279
0,4443,38.335,35.26
0,4530,37.273,36.27
0,4575,37.04,35.34
0,4829,37.056,37.889
1,247,37.485,38.323
1,262,35.855,38.559
1,1114,36.383,38.183
1,2664,37.2,35.279
1,4443,38.335,35.26
1,4530,37.273,36.27
1,4829,37.056,37.889
2,247,37.485,38.323
2,4443,38.335,35.26
2,4829,37.056,37.889
3,247,37.485,38.323
3,433,38.807,38.761
3,499,36.629,42.829
3,911,38.228,39.137
3,2166,38.502,39.506
4,433,38.807,38.761
4,499,36.629,42.829
4,911,38.228,39.137
4,2166,38.502,39.506
5,433,38.807,38.761
5,499,36.629,42.829
5,911,38.228,39.137
5,2166,38.502,39.506
6,50,38.644,42.948
6,1617,38.689,43.528
6,3817,38.852,42.343
7,50,38.644,42.948
7,1617,38.689,43.528
7,3817,38.852,42.343
8,50,38.644,42.948
8,1617,38.689,43.528
8,3817,38.852,42.343
9,1448,40.97,43.285
10,128,40.552,44.991
10,1448,40.97,43.285
10,4505,41.399,43.789
11,128,40.552,44.991
11,1448,40.97,43.285
11,2266,40.947,46.168
11,4505,41.399,43.789
12,128,40.552,44.991
12,660,44.985,39.116
12,2266,40.947,46.168
12,4505,41.399,43.789
13,660,44.985,39.116
13,2266,40.947,46.168
13,3281,45.159,39.532
13,4341,44.24,42.231
14,660,44.985,39.116
14,3281,45.159,39.532
14,4062,45.019,41.7
14,4341,44.24,42.231
15,3281,45.159,39.532
15,4062,45.019,41.7
15,4084,43.279,47.508
15,4341,44.24,42.231
16,225,46.552,41.853
16,873,47.11,40.777
16,1205,45.46,44.656
16,3427,43.58,47.455
16,4062,45.019,41.7
16,4084,43.279,47.508
16,4552,46.291,42.539
17,225,46.552,41.853
17,873,47.11,40.777
17,1205,45.46,44.656
17,3427,43.58,47.455
17,4084,43.279,47.508
17,4552,46.291,42.539
18,82,47.61,42.11
18,225,46.552,41.853
18,873,47.11,40.777
18,1205,45.46,44.656
18,3427,43.58,47.455
18,4552,46.291,42.539
19,82,47.61,42.11
19,1815,45.756,48.616
19,1984,45.67,47.965
19,3824,47.365,45.201
19,4287,45.758,48.604
19,4813,45.619,48.472
20,82,47.61,42.11
20,1815,45.756,48.616
20,1984,45.67,47.965
20,3025,46.185,49.198
20,3824,47.365,45.201
20,3877,48.123,44.79
20,4069,47.635,44.855
20,4287,45.758,48.604
20,4813,45.619,48.472
21,68,48.827,44.681
21,1815,45.756,48.616
21,1984,45.67,47.965
21,3025,46.185,49.198
21,3811,48.778,45.08
21,3824,47.365,45.201
21,3877,48.123,44.79
21,4069,47.635,44.855
21,4287,45.758,48.604
21,4591,46.314,49.609
21,4813,45.619,48.472
22,68,48.827,44.681
22,206,48.398,47.573
22,1360,48.198,46.898
22,1815,45.756,48.616
22,3025,46.185,49.198
22,3811,48.778,45.08
22,3877,48.123,44.79
22,4069,47.635,44.855
22,4287,45.758,48.604
22,4591,46.314,49.609
23,68,48.827,44.681
23,206,48.398,47.573
23,955,49.148,46.685
23,1360,48.198,46.898
23,3025,46.185,49.198
23,3811,48.778,45.08
23,4294,49.324,46.109
23,4591,46.314,49.609
24,206,48.398,47.573
24,922,49.168,48.13
24,955,49.148,46.685
24,1155,49.014,48.796
24,1360,48.198,46.898
24,2949,49.464,48.115
24,3098,49.187,48.62
24,4294,49.324,46.109
24,4912,49.599,47.853
25,922,49.168,48.13
25,955,49.148,46.685
25,1155,49.014,48.796
25,1400,48.46,51.923
25,2949,49.464,48.115
25,3098,49.187,48.62
25,3481,49.744,49.027
25,4294,49.324,46.109
25,4912,49.599,47.853
26,922,49.168,48.13
26,1019,49.812,49.935
26,1155,49.014,48.796
26,1400,48.46,51.923
26,2348,50.19,49.947
26,2949,49.464,48.115
26,3098,49.187,48.62
26,3481,49.744,49.027
26,4912,49.599,47.853
27,157,52.054,47.758
27,1019,49.812,49.935
27,1400,48.46,51.923
27,2348,50.19,49.947
27,3481,49.744,49.027
28,157,52.054,47.758
28,748,50.49,51.616
28,1019,49.812,49.935
28,2348,50.19,49.947
29,157,52.054,47.758
29,748,50.49,51.616
30,30,53.458,49.496
30,748,50.49,51.616
31,30,53.458,49.496
32,30,53.458,49.496
35,239,55.704,52.279
36,239,55.704,52.279
37,205,56.794,54.086
37,239,55.704,52.279
37,2049,55.404,56.554
37,2572,53.587,59.132
38,205,56.794,54.086
38,2049,55.404,56.554
38,2572,53.587,59.132
39,205,56.794,54.086
39,2049,55.404,56.554
39,2572,53.587,59.132
40,110,58.116,56.34
40,1645,55.377,60.49
40,2721,55.523,60.572
40,3977,54.614,61.602
41,110,58.116,56.34
41,1645,55.377,60.49
41,2683,55.79,60.746
41,2721,55.523,60.572
41,2994,55.81,61.617
41,3977,54.614,61.602
41,4243,55.66,61.122
41,4708,55.902,60.79
41,4979,55.82,61.902
42,110,58.116,56.34
42,1645,55.377,60.49
42,2683,55.79,60.746
42,2721,55.523,60.572
42,2994,55.81,61.617
42,3977,54.614,61.602
42,3997,57.263,60.124
42,4243,55.66,61.122
42,4446,56.794,61.301
42,4476,57.361,60.555
42,4708,55.902,60.79
42,4933,56.216,61.607
42,4979,55.82,61.902
43,2683,55.79,60.746
43,2994,55.81,61.617
43,3997,57.263,60.124
43,4243,55.66,61.122
43,4446,56.794,61.301
43,4476,57.361,60.555
43,4708,55.902,60.79
43,4933,56.216,61.607
43,4979,55.82,61.902
44,3997,57.263,60.124
44,4446,56.794,61.301
44,4476,57.361,60.555
44,4933,56.216,61.607
45,1594,56.086,65.929
46,1594,56.086,65.929
46,4872,60.056,62.169
47,1286,60.033,63.27
47,1594,56.086,65.929
47,2449,59.829,63.212
47,4872,60.056,62.169
48,399,59.514,66.243
48,1286,60.033,63.27
48,1967,60.508,64.061
48,2182,58.894,67.014
48,2449,59.829,63.212
48,4593,57.851,68.58
48,4633,58.265,67.827
48,4872,60.056,62.169
49,399,59.514,66.243
49,1286,60.033,63.27
49,1902,60.608,64.974
49,1967,60.508,64.061
49,2182,58.894,67.014
49,2449,59.829,63.212
49,2528,59.659,66.368
49,2932,59.718,67.275
49,3438,60.884,65.177
49,3831,59.306,67.065
49,4593,57.851,68.58
49,4633,58.265,67.827
50,399,59.514,66.243
50,1902,60.608,64.974
50,1967,60.508,64.061
50,2182,58.894,67.014
50,2528,59.659,66.368
50,2932,59.718,67.275
50,3438,60.884,65.177
50,3831,59.306,67.065
50,4593,57.851,68.58
50,4633,58.265,67.827
51,1089,62.305,65.793
51,1122,61.659,67.222
51,1319,62.698,65.331
51,1826,60.751,67.811
51,1902,60.608,64.974
51,1953,62.402,66.198
51,1998,62.155,66.474
51,2528,59.659,66.368
51,2932,59.718,67.275
51,3438,60.884,65.177
51,3502,60.622,67.811
51,3831,59.306,67.065
51,3995,60.247,68.384
51,4716,60.386,68.153
52,785,60.63,69.57
52,1027,60.771,69.492
52,1089,62.305,65.793
52,1122,61.659,67.222
52,1319,62.698,65.331
52,1826,60.751,67.811
52,1953,62.402,66.198
52,1998,62.155,66.474
52,3502,60.622,67.811
52,3995,60.247,68.384
52,4716,60.386,68.153
52,4718,63.69,64.877
53,785,60.63,69.57
53,1027,60.771,69.492
53,1089,62.305,65.793
53,1122,61.659,67.222
53,1319,62.698,65.331
53,1371,63.9,65.916
53,1464,64.661,65.727
53,1653,64.377,66.127
53,1826,60.751,67.811
53,1953,62.402,66.198
53,1998,62.155,66.474
53,3009,64.259,66.037
53,3502,60.622,67.811
53,3995,60.247,68.384
53,4310,64.101,66.054
53,4716,60.386,68.153
53,4718,63.69,64.877
54,785,60.63,69.57
54,1027,60.771,69.492
54,1371,63.9,65.916
54,1464,64.661,65.727
54,1610,60.947,72.653
54,1653,64.377,66.127
54,3009,64.259,66.037
54,3114,60.987,72.706
54,4310,64.101,66.054
54,4718,63.69,64.877
54,4894,61.845,71.626
55,1371,63.9,65.916
55,1464,64.661,65.727
55,1610,60.947,72.653
55,1653,64.377,66.127
55,1693,61.735,73.415
55,2416,62.001,73.024
55,3009,64.259,66.037
55,3114,60.987,72.706
55,3425,61.052,73.361
55,3506,60.959,73.608
55,3599,61.011,73.285
55,4088,62.103,72.876
55,4310,64.101,66.054
55,4894,61.845,71.626
55,4941,62.24,72.644
56,564,61.252,74.785
56,1610,60.947,72.653
56,1693,61.735,73.415
56,2416,62.001,73.024
56,3059,63.549,71.559
56,3114,60.987,72.706
56,3425,61.052,73.361
56,3506,60.959,73.608
56,3599,61.011,73.285
56,4088,62.103,72.876
56,4167,61.002,75.452
56,4894,61.845,71.626
56,4941,62.24,72.644
57,564,61.252,74.785
57,1693,61.735,73.415
57,2416,62.001,73.024
57,2801,61.786,75.377
57,3059,63.549,71.559
57,3411,61.104,76.683
57,3425,61.052,73.361
57,3506,60.959,73.608
57,3599,61.011,73.285
57,4088,62.103,72.876
57,4167,61.002,75.452
57,4941,62.24,72.644
58,564,61.252,74.785
58,2801,61.786,75.377
58,3059,63.549,71.559
58,3411,61.104,76.683
58,4167,61.002,75.452
59,1232,61.275,79.413
59,2801,61.786,75.377
59,3411,61.104,76.683
60,1232,61.275,79.413
60,4479,61.037,80.895
61,1232,61.275,79.413
61,2381,64.432,79.143
61,4066,64.126,78.958
61,4479,61.037,80.895
62,2381,64.432,79.143
62,4066,64.126,78.958
62,4325,64.137,80.932
62,4479,61.037,80.895
62,4728,64.116,80.526
63,2381,64.432,79.143
63,4066,64.126,78.958
63,4325,64.137,80.932
63,4728,64.116,80.526
64,4325,64.137,80.932
64,4728,64.116,80.526
66,2388,67.145,83.555
66,2974,67.045,83.449
67,1071,66.834,85.496
67,2388,67.145,83.555
67,2974,67.045,83.449
67,3802,66.604,85.396
68,1071,66.834,85.496
68,2388,67.145,83.555
68,2974,67.045,83.449
68,3802,66.604,85.396
69,87,68.125,87.761
69,341,66.95,88.285
69,1071,66.834,85.496
69,2048,66.478,88.39
69,3802,66.604,85.396
70,87,68.125,87.761
70,191,68.356,89.307
70,341,66.95,88.285
70,410,68.81,89.569
70,2048,66.478,88.39
70,2845,65.539,91.326
71,87,68.125,87.761
71,191,68.356,89.307
71,271,69.425,89.37
71,341,66.95,88.285
71,410,68.81,89.569
71,1230,67.778,91.869
71,1374,69.307,89.573
71,1636,69.068,90.902
71,2048,66.478,88.39
71,2742,67.336,92.333
71,2845,65.539,91.326
71,3113,68.604,91.516
71,4308,68.918,90.927
71,4972,67.973,91.212
72,191,68.356,89.307
72,271,69.425,89.37
72,410,68.81,89.569
72,904,66.456,94.154
72,1230,67.778,91.869
72,1318,67.216,92.791
72,1374,69.307,89.573
72,1636,69.068,90.902
72,2340,66.941,93.511
72,2742,67.336,92.333
72,2845,65.539,91.326
72,3113,68.604,91.516
72,3288,67.011,92.626
72,4308,68.918,90.927
72,4602,68.792,91.904
72,4972,67.973,91.212
73,271,69.425,89.37
73,410,68.81,89.569
73,904,66.456,94.154
73,1230,67.778,91.869
73,1318,67.216,92.791
73,1374,69.307,89.573
73,1576,66.604,95.133
73,1636,69.068,90.902
73,2340,66.941,93.511
73,2382,69.228,93.72
73,2742,67.336,92.333
73,3113,68.604,91.516
73,3288,67.011,92.626
73,4308,68.918,90.927
73,4602,68.792,91.904
73,4972,67.973,91.212
74,904,66.456,94.154
74,1230,67.778,91.869
74,1318,67.216,92.791
74,1576,66.604,95.133
74,1636,69.068,90.902
74,2340,66.941,93.511
74,2382,69.228,93.72
74,2742,67.336,92.333
74,3113,68.604,91.516
74,3288,67.011,92.626
74,4602,68.792,91.904
75,904,66.456,94.154
75,1576,66.604,95.133
75,2382,69.228,93.72
76,1908,68.038,98.693
77,1908,68.038,98.693
78,745,68.329,102.427
78,1908,68.038,98.693
79,745,68.329,102.427
80,745,68.329,102.427
90,4753,63.588,119.007
91,3381,65.687,122.096
91,4753,63.588,119.007
92,2280,67.756,124.223
92,3381,65.687,122.096
92,4753,63.588,119.007
93,2280,67.756,124.223
93,3381,65.687,122.096
94,2280,67.756,124.223
94,3381,65.687,122.096
94,4485,63.71,124.448
95,1455,63.552,125.444
95,4485,63.71,124.448
96,1455,63.552,125.444
96,4485,63.71,124.448
97,1455,63.552,125.444
101,4711,65.237,135.794
102,4711,65.237,135.794
103,4711,65.237,135.794
108,3769,62.554,143.623
109,3769,62.554,143.623
110,3769,62.554,143.623
111,4673,59.424,143.988
112,4673,59.424,143.988
113,386,62.055,150.409
113,4673,59.424,143.988
114,386,62.055,150.409
114,4673,59.424,143.988
115,386,62.055,150.409
116,4223,59.565,151.757
117,4223,59.565,151.757
118,4223,59.565,151.757
119,4223,59.565,151.757
127,2565,56.18,161.972
127,4696,56.664,162.635
128,724,54.717,160.36
128,2503,52.695,156.223
128,2565,56.18,161.972
128,4696,56.664,162.635
129,724,54.717,160.36
129,2503,52.695,156.223
129,2565,56.18,161.972
129,4696,56.664,162.635
130,724,54.717,160.36
130,2232,51.477,157.04
130,2503,52.695,156.223
131,2232,51.477,157.04
132,2232,51.477,157.04
534,331,5.198,-3.724
535,331,5.198,-3.724
535,426,5.15,-3.28
535,1797,5.608,-3.17
536,331,5.198,-3.724
536,426,5.15,-3.28
536,1797,5.608,-3.17
537,1797,5.608,-3.17
538,3445,6.502,-1.41
539,22,6.303,0.06
539,3420,6.237,1.539
539,3445,6.502,-1.41
540,22,6.303,0.06
540,1014,6.391,2.436
540,2038,6.377,1.947
540,3420,6.237,1.539
540,3445,6.502,-1.41
541,265,6.466,3.387
541,1014,6.391,2.436
541,1333,7.431,1.435
541,2038,6.377,1.947
541,3420,6.237,1.539
542,265,6.466,3.387
542,1014,6.391,2.436
542,1333,7.431,1.435
542,2038,6.377,1.947
543,265,6.466,3.387
543,1333,7.431,1.435
544,4333,8.177,3.74
545,4333,8.177,3.74
546,1047,11.474,-0.553
546,1285,11.086,0.701
546,4333,8.177,3.74
547,166,9.866,4.613
547,1047,11.474,-0.553
547,1285,11.086,0.701
548,166,9.866,4.613
548,1047,11.474,-0.553
548,1285,11.086,0.701
549,166,9.866,4.613
553,1599,13.51,5.882
554,1599,13.51,5.882
555,1599,13.51,5.882
586,1140,33.36,11.089
586,1494,33.11,11.605
586,1682,33.092,11.485
587,1140,33.36,11.089
587,1494,33.11,11.605
587,1682,33.092,11.485
588,1140,33.36,11.089
588,1494,33.11,11.605
588,1682,33.092,11.485
590,3540,35.59,10.952
590,4210,36.591,9.397
591,1932,37.168,9.756
591,3540,35.59,10.952
591,4210,36.591,9.397
591,4951,36.951,10.231
592,1932,37.168,9.756
592,3540,35.59,10.952
592,4210,36.591,9.397
592,4951,36.951,10.231
593,1932,37.168,9.756
593,4951,36.951,10.231
600,2951,42.098,12.277
601,2951,42.098,12.277
602,2591,41.905,15.679
602,2951,42.098,12.277
602,3764,41.902,15.506
603,2591,41.905,15.679
603,3764,41.902,15.506
603,4197,40.917,19.458
604,452,42.053,19.491
604,487,41.172,20.677
604,671,40.877,21.052
604,2591,41.905,15.679
604,3764,41.902,15.506
604,4197,40.917,19.458
604,4454,40.796,21.083
605,452,42.053,19.491
605,487,41.172,20.677
605,671,40.877,21.052
605,3436,43.66,17.035
605,4197,40.917,19.458
605,4284,42.251,20.045
