Eclipse times for Spacecraft with id sar_sat_1_0
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
start index,end index
222,422
814,1016
1407,1609
2000,2202
2593,2795
3186,3388
3779,3981
4372,4574
4965,5167
5558,5761
6151,6354
6744,6947
7337,7540
7930,8133
8523,8640
