routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.009,0.0,723
__check_action_completion,0.0,0.0,0.0,723
preplanner/__get_new_requests,0.0,0.0,0.0,723
preplanner/__update_performed_requests,0.0,0.0,0.0,723
preplanner/_update_access_times,0.045,1.21,0.0,723
preplanner/needs_planning,0.0,0.0,0.0,723
preplanner/_get_available_requests,0.001,0.0,0.001,1
preplanner/_schedule_measurements,684.15,0.0,684.15,1
preplanner/_schedule_broadcasts,2.66,2.044,2.66,2
preplanner/_schedule_maneuvers,42.158,0.0,42.158,1
preplanner/__schedule_periodic_replan,2.233,0.0,2.233,1
preplanner/generate_plan,758.105,0.0,758.105,1
replanner/__get_new_requests,0.0,0.0,0.0,723
replanner/__update_performed_requests,0.0,0.0,0.0,723
replanner/_update_access_times,0.151,1.996,0.0,723
replanner/_schedule_measurements,88.262,87.063,71.726,4
replanner/_schedule_broadcasts,1.2,1.542,0.607,8
replanner/_schedule_maneuvers,12.768,14.938,6.815,4
