routine,t_avg,t_std,t_med,n
check_action_statuses,0.009,0.098,0.0,5911
update_state,0.0,0.0,0.0,5911
sense_environment,0.167,0.176,0.141,5911
update_state_environment,0.002,0.023,0.0,5911
get_environment_broadcasts,0.006,0.019,0.0,5911
get_agent_broadcasts,0.072,0.381,0.0,5911
sense,0.256,0.509,0.166,5911
think,0.915,5.332,0.066,5910
perform_broadcast,0.01,0.073,0.0,646
do,0.386,1.557,0.084,5910
perform_wait_for_messages,0.495,1.786,0.118,4420
perform_state_change,0.086,0.107,0.05,757
perform_observation,0.083,0.112,0.063,1068
