Datametrics file based on GRID COVERAGE
Epoch [JDUT1] is 2458849.5
Step size [s] is 10.0
Mission Duration [Days] is 1.0
time index,GP index,pnt-opt index,lat [deg],lon [deg],observation range [km],look angle [deg],incidence angle [deg],solar zenith [deg]
115,1385,,-8.964,13.791,689.7,-22.85,25.25,nan
116,1385,,-8.964,13.791,689.1,-22.77,25.17,nan
117,1385,,-8.964,13.791,695.8,-23.92,26.45,nan
120,4459,,-5.033,12.037,635.1,7.28,8.0,nan
121,1511,,-3.61,10.894,682.6,21.66,23.92,nan
121,4459,,-5.033,12.037,633.1,5.92,6.5,nan
122,1511,,-3.61,10.894,676.4,20.47,22.59,nan
122,3999,,-2.864,10.384,716.6,27.14,30.08,nan
122,4459,,-5.033,12.037,638.9,9.49,10.43,nan
123,1511,,-3.61,10.894,677.6,20.71,22.86,nan
123,3999,,-2.864,10.384,711.6,26.44,29.29,nan
124,3999,,-2.864,10.384,713.5,26.72,29.61,nan
139,4358,,4.922,18.001,662.8,-17.38,19.16,nan
140,4358,,4.922,18.001,662.4,-17.26,19.03,nan
141,4358,,4.922,18.001,669.4,-18.92,20.87,nan
146,1493,,10.827,15.052,724.1,28.02,31.08,nan
147,1493,,10.827,15.052,719.6,27.41,30.38,nan
148,1445,,10.074,19.374,648.4,-12.89,14.19,nan
148,1493,,10.827,15.052,722.1,27.71,30.73,nan
149,1445,,10.074,19.374,649.6,-13.26,14.59,nan
151,973,,12.844,17.473,653.6,14.42,15.88,nan
152,973,,12.844,17.473,652.8,14.12,15.56,nan
186,4876,,31.061,29.739,692.9,-21.12,23.37,nan
186,4927,,31.106,29.848,696.5,-21.79,24.11,nan
187,4876,,31.061,29.739,691.9,-20.83,23.04,nan
187,4927,,31.106,29.848,694.5,-21.34,23.61,nan
188,4876,,31.061,29.739,697.9,-21.88,24.22,nan
188,4927,,31.106,29.848,699.6,-22.18,24.56,nan
194,2610,,37.534,27.391,703.2,22.28,24.68,nan
194,3327,,36.856,28.633,660.4,11.77,12.98,nan
195,2610,,37.534,27.391,699.6,21.54,23.85,nan
195,3327,,36.856,28.633,659.1,11.05,12.19,nan
195,3839,,37.552,29.685,657.6,10.47,11.55,nan
196,1111,,37.744,30.19,651.3,6.96,7.66,nan
196,1146,,37.831,29.848,654.0,8.52,9.39,nan
196,2610,,37.534,27.391,703.1,22.08,24.46,nan
196,3140,,38.595,28.055,702.6,21.99,24.36,nan
196,3327,,36.856,28.633,665.2,13.1,14.46,nan
196,3473,,38.214,29.832,661.9,11.96,13.19,nan
196,3839,,37.552,29.685,651.4,7.0,7.72,nan
196,4704,,38.615,28.316,696.5,20.85,23.07,nan
197,268,,37.68,31.718,654.2,-8.33,9.18,nan
197,379,,37.844,30.869,647.6,-3.12,3.43,nan
197,1111,,37.744,30.19,648.2,3.94,4.34,nan
197,1146,,37.831,29.848,651.5,6.7,7.39,nan
197,3140,,38.595,28.055,699.3,21.29,23.57,nan
197,3473,,38.214,29.832,655.2,8.85,9.76,nan
197,3839,,37.552,29.685,652.7,7.51,8.27,nan
197,4704,,38.615,28.316,691.9,19.83,21.94,nan
198,268,,37.68,31.718,652.5,-7.03,7.75,nan
198,379,,37.844,30.869,647.9,-2.84,3.13,nan
198,859,,38.515,31.419,649.9,-5.12,5.64,nan
198,1111,,37.744,30.19,652.7,7.2,7.94,nan
198,1146,,37.831,29.848,656.5,9.25,10.19,nan
198,1163,,40.141,28.045,739.0,27.4,30.45,nan
198,1369,,38.62,31.227,650.1,5.28,5.82,nan
198,1467,,40.211,28.461,728.9,26.01,28.89,nan
198,3140,,38.595,28.055,703.1,21.88,24.24,nan
198,3473,,38.214,29.832,655.9,8.98,9.9,nan
198,4704,,38.615,28.316,694.5,20.24,22.4,nan
199,106,,38.71,33.427,674.9,-15.56,17.19,nan
199,268,,37.68,31.718,658.3,-9.86,10.87,nan
199,379,,37.844,30.869,655.8,-8.66,9.55,nan
199,585,,40.444,29.34,704.2,21.98,24.35,nan
199,859,,38.515,31.419,647.8,-1.44,1.58,nan
199,1163,,40.141,28.045,733.8,26.61,29.57,nan
199,1369,,38.62,31.227,647.7,0.95,1.04,nan
199,1467,,40.211,28.461,721.3,24.81,27.53,nan
199,2664,,37.2,35.279,761.2,-30.04,33.46,nan
199,3736,,38.558,33.134,667.9,-13.5,14.91,nan
200,106,,38.71,33.427,669.1,-13.7,15.12,nan
200,585,,40.444,29.34,697.6,20.64,22.85,nan
200,859,,38.515,31.419,653.2,-6.87,7.57,nan
200,963,,39.272,33.518,668.7,-13.58,14.99,nan
200,1163,,40.141,28.045,735.3,26.74,29.71,nan
200,1369,,38.62,31.227,652.8,6.58,7.25,nan
200,1467,,40.211,28.461,720.6,24.61,27.3,nan
200,3728,,40.731,30.331,684.0,17.73,19.6,nan
200,3736,,38.558,33.134,665.1,-12.36,13.64,nan
200,3779,,40.04,31.413,656.3,8.65,9.53,nan
200,4443,,38.335,35.26,731.4,-26.2,29.1,nan
200,4797,,41.334,28.617,747.5,28.33,31.52,nan
201,106,,38.71,33.427,670.6,-14.0,15.46,nan
201,585,,40.444,29.34,698.0,20.6,22.81,nan
201,963,,39.272,33.518,663.7,-11.68,12.89,nan
201,3728,,40.731,30.331,677.2,15.91,17.58,nan
201,3736,,38.558,33.134,669.6,-13.69,15.11,nan
201,3779,,40.04,31.413,652.3,5.83,6.43,nan
201,4443,,38.335,35.26,728.6,-25.71,28.56,nan
201,4797,,41.334,28.617,741.7,27.51,30.59,nan
202,963,,39.272,33.518,666.2,-12.37,13.65,nan
202,3728,,40.731,30.331,677.8,15.91,17.58,nan
202,3779,,40.04,31.413,655.9,7.84,8.64,nan
202,4443,,38.335,35.26,732.5,-26.18,29.09,nan
202,4797,,41.334,28.617,742.5,27.54,30.63,nan
205,2263,,41.361,35.722,679.4,-15.9,17.58,nan
206,2263,,41.361,35.722,678.8,-15.57,17.21,nan
207,2263,,41.361,35.722,685.3,-17.1,18.91,nan
209,2240,,45.199,33.419,686.3,17.06,18.87,nan
209,3567,,45.443,33.202,697.2,19.5,21.59,nan
210,370,,46.015,34.402,686.9,17.05,18.86,nan
210,850,,46.116,34.038,695.1,18.94,20.97,nan
210,2240,,45.199,33.419,684.6,16.48,18.22,nan
210,3567,,45.443,33.202,693.8,18.65,20.64,nan
210,3901,,46.188,33.765,702.1,20.37,22.57,nan
