lat [deg],lon [deg],start time [s],duration [s],severity,measurements
0.4309990000000425,33.19379100000003,0,86400,1,"['visible', 'sar', 'thermal']"
42.99940300000003,-82.42257599999994,0,86400,1,"['visible', 'sar', 'thermal']"
45.82291600000008,-84.75390999999996,0,86400,1,"['visible', 'sar', 'thermal']"
-5.911179999999945,29.18541700000003,0,86400,1,"['visible', 'sar', 'thermal']"
52.23439300000007,104.32187500000003,0,86400,1,"['visible', 'sar', 'thermal']"
-14.417701999999965,35.23645800000003,0,86400,1,"['visible', 'sar', 'thermal']"
42.90433400000006,-78.90808399999997,0,86400,1,"['visible', 'sar', 'thermal']"
44.90625000000006,59.71458300000006,0,86400,1,"['visible', 'sar', 'thermal']"
44.48055700000003,-75.79424599999999,0,86400,1,"['visible', 'sar', 'thermal']"
13.077083000000073,14.52708300000006,0,86400,1,"['visible', 'sar', 'thermal']"
41.05662500000005,52.91291300000006,0,86400,1,"['visible', 'sar', 'thermal']"
59.95278000000008,31.03285100000005,0,86400,1,"['visible', 'sar', 'thermal']"
46.38541700000008,74.60208300000005,0,86400,1,"['visible', 'sar', 'thermal']"
60.91987300000005,34.16145800000004,0,86400,1,"['visible', 'sar', 'thermal']"
-28.427082999999985,137.20625000000007,0,86400,1,"['visible', 'sar', 'thermal']"
-16.558622999999955,-69.02902099999994,0,86400,1,"['visible', 'sar', 'thermal']"
11.122437000000048,-84.78190299999994,0,86400,1,"['visible', 'sar', 'thermal']"
58.70450800000003,-111.20051199999996,0,86400,1,"['visible', 'sar', 'thermal']"
3.372917000000029,36.14375000000007,0,86400,1,"['visible', 'sar', 'thermal']"
41.41041700000005,-112.83124999999995,0,86400,1,"['visible', 'sar', 'thermal']"
42.48541700000004,77.42708300000004,0,86400,1,"['visible', 'sar', 'thermal']"
-30.843749999999943,-62.25208299999997,0,86400,1,"['visible', 'sar', 'thermal']"
6.3026270000000295,0.0603470000000356,0,86400,1,"['visible', 'sar', 'thermal']"
-7.914582999999936,32.20208300000007,0,86400,1,"['visible', 'sar', 'thermal']"
53.64879200000007,-64.26149099999998,0,86400,1,"['visible', 'sar', 'thermal']"
2.761442000000045,31.410473000000025,0,86400,1,"['visible', 'sar', 'thermal']"
58.36897900000008,12.368581000000065,0,86400,1,"['visible', 'sar', 'thermal']"
56.23418500000008,-103.14960599999996,0,86400,1,"['visible', 'sar', 'thermal']"
23.967280000000077,32.88645800000006,0,86400,1,"['visible', 'sar', 'thermal']"
-16.52291699999995,28.760417000000075,0,86400,1,"['visible', 'sar', 'thermal']"
53.45811100000003,49.49639100000008,0,86400,1,"['visible', 'sar', 'thermal']"
-8.491501999999969,28.878979000000072,0,86400,1,"['visible', 'sar', 'thermal']"
51.88575200000008,-99.653845,0,86400,1,"['visible', 'sar', 'thermal']"
37.70625000000007,45.37291700000003,0,86400,1,"['visible', 'sar', 'thermal']"
75.22096900000008,100.08958300000006,0,86400,1,"['visible', 'sar', 'thermal']"
66.56381000000005,-71.41304099999996,0,86400,1,"['visible', 'sar', 'thermal']"
56.28411200000005,101.78541300000006,0,86400,1,"['visible', 'sar', 'thermal']"
51.58786500000008,-98.72877799999998,0,86400,1,"['visible', 'sar', 'thermal']"
49.30787300000003,-88.30937099999994,0,86400,1,"['visible', 'sar', 'thermal']"
61.22708300000005,28.781250000000057,0,86400,1,"['visible', 'sar', 'thermal']"
36.92291700000004,100.19791700000007,0,86400,1,"['visible', 'sar', 'thermal']"
49.655849000000046,83.34758000000005,0,86400,1,"['visible', 'sar', 'thermal']"
45.05345600000004,132.8422280000001,0,86400,1,"['visible', 'sar', 'thermal']"
58.10208800000004,38.70203900000007,0,86400,1,"['visible', 'sar', 'thermal']"
-32.14897999999994,-52.62816099999998,0,86400,1,"['visible', 'sar', 'thermal']"
41.88958300000007,57.45208300000007,0,86400,1,"['visible', 'sar', 'thermal']"
45.40034700000007,54.02444200000008,0,86400,1,"['visible', 'sar', 'thermal']"
7.764054000000044,-62.99791699999997,0,86400,1,"['visible', 'sar', 'thermal']"
50.27708300000006,92.71041700000006,0,86400,1,"['visible', 'sar', 'thermal']"
63.570114000000046,-100.69936699999994,0,86400,1,"['visible', 'sar', 'thermal']"
38.64375000000007,42.94791700000008,0,86400,1,"['visible', 'sar', 'thermal']"
54.850824000000046,-69.78020799999996,0,86400,1,"['visible', 'sar', 'thermal']"
-31.25208299999997,137.8604170000001,0,86400,1,"['visible', 'sar', 'thermal']"
58.98529200000007,27.73114000000004,0,86400,1,"['visible', 'sar', 'thermal']"
49.76436800000005,-94.518399,0,86400,1,"['visible', 'sar', 'thermal']"
-31.685416999999973,136.08125000000007,0,86400,1,"['visible', 'sar', 'thermal']"
11.573725000000024,37.40700800000008,0,86400,1,"['visible', 'sar', 'thermal']"
65.40780300000006,-71.73512599999998,0,86400,1,"['visible', 'sar', 'thermal']"
46.335417000000064,60.95208300000007,0,86400,1,"['visible', 'sar', 'thermal']"
-20.93958299999997,25.952083000000076,0,86400,1,"['visible', 'sar', 'thermal']"
46.15208300000006,81.67291700000004,0,86400,1,"['visible', 'sar', 'thermal']"
53.52198100000004,-60.137797999999975,0,86400,1,"['visible', 'sar', 'thermal']"
1.6133820000000585,32.34902600000004,0,86400,1,"['visible', 'sar', 'thermal']"
