routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.009,0.055,0.0,9802
__check_action_completion,0.0,0.009,0.0,9802
preplanner/update_percepts,0.002,0.017,0.0,9802
preplanner/needs_planning,0.0,0.0,0.0,9802
preplanner/calculate_access_times,0.132,0.0,0.132,1
preplanner/_schedule_observations,360.648,0.0,360.648,1
preplanner/is_observation_path_valid,0.003,0.0,0.003,1
preplanner/_schedule_broadcasts,266.497,0.0,266.497,1
preplanner/_schedule_maneuvers,0.94,0.0,0.94,1
preplanner/__schedule_periodic_replan,0.074,0.0,0.074,1
preplanner/generate_plan,628.539,0.0,628.539,1
replanner/compile_new_measurement_request_bids,0.0,0.006,0.0,9802
replanner/update_percepts,0.019,0.098,0.001,9802
replanner/check_request_completion,0.0,0.001,0.0,9802
replanner/check_request_end_time,0.0,0.001,0.0,9802
replanner/compare_bids,0.002,0.02,0.0,9802
replanner/consensus_phase,0.002,0.021,0.0,9802
replanner/is_observation_path_valid,0.01,0.075,0.001,617889
replanner/needs_planning,0.072,0.31,0.0,9802
replanner/_get_available_requests,1.748,2.189,0.719,1868
replanner/planning_phase,8.333,18.644,3.588,870
replanner/_schedule_observations,6.685,8.213,2.991,870
replanner/_schedule_maneuvers,2.922,4.783,0.394,870
replanner/_schedule_broadcasts,0.362,0.662,0.047,870
replanner/_schedule_waits,0.0,0.0,0.0,870
replanner/generate_plan,18.489,21.412,12.786,870
replanner/calc_imaging_time,0.09,0.12,0.041,264
