routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.001,0.0,499
update_state,0.0,0.0,0.0,499
sense_environment,0.044,0.02,0.046,498
update_state_environment,0.0,0.0,0.0,498
get_environment_broadcasts,0.001,0.003,0.0,498
get_agent_broadcasts,0.0,0.001,0.0,498
sense,0.045,0.019,0.047,498
think,0.026,0.016,0.025,498
perform_wait_for_messages,0.027,0.019,0.021,438
do,0.025,0.019,0.019,498
perform_state_change,0.019,0.01,0.019,62
perform_observation,0.009,0.007,0.006,59
perform_broadcast,0.001,0.001,0.001,2
