routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.00028,0.001,1e-05,498
__check_action_completion,5e-05,1e-05,5e-05,498
preplanner/update_percepts,2e-05,1e-05,2e-05,498
preplanner/needs_planning,0.0,0.0,0.0,498
preplanner/calculate_access_opportunities,0.00125,0.00142,0.00069,27
preplanner/is_observation_path_valid,1e-05,1e-05,1e-05,209
preplanner/_schedule_maneuvers,0.00563,0.00383,0.00468,27
preplanner/__schedule_periodic_replan,7e-05,2e-05,8e-05,27
preplanner/generate_plan,0.04101,0.01967,0.03593,27
replanner/compile_new_measurement_request_bids,0.0,0.0,0.0,498
replanner/update_percepts,4e-05,2e-05,3e-05,498
replanner/check_request_completion,0.00673,0.00669,0.00413,498
replanner/check_request_end_time,0.0,0.0,0.0,498
replanner/compare_bids,0.00415,0.00582,0.00156,498
replanner/consensus_phase,0.0109,0.00971,0.00725,498
replanner/needs_planning,0.01091,0.00971,0.00726,498
replanner/_get_available_requests,1e-05,1e-05,1e-05,59
replanner/_generate_bids_from_request,1e-05,0.0,1e-05,2
replanner/_get_matching_request,1e-05,0.0,1e-05,8
replanner/_can_bid,1e-05,0.0,1e-05,4
replanner/planning_phase,3e-05,0.0,3e-05,1
replanner/is_observation_path_valid,1e-05,0.0,1e-05,3
replanner/merge_plans,9e-05,0.0,9e-05,1
replanner/_schedule_observations,9e-05,0.0,9e-05,1
replanner/_schedule_maneuvers,0.00082,0.0,0.00082,1
replanner/_create_broadcast_path,0.00595,0.00034,0.00595,2
replanner/_schedule_broadcasts,0.01253,0.0,0.01253,1
replanner/_schedule_waits,0.0,0.0,0.0,1
replanner/generate_plan,0.01361,0.0,0.01361,1
