routine,t_avg,t_std,t_med,n
check_action_statuses,0.0,0.0,0.0,341
update_state,0.0,0.0,0.0,341
sense_environment,0.077,0.049,0.071,340
update_state_environment,0.0,0.0,0.0,340
get_environment_broadcasts,0.0,0.0,0.0,340
get_agent_broadcasts,0.0,0.0,0.0,340
sense,0.077,0.049,0.072,340
think,0.626,5.419,0.025,340
perform_state_change,0.232,2.566,0.099,336
do,0.266,2.558,0.06,340
perform_measurement,0.054,0.033,0.045,21
perform_wait_for_messages,0.074,0.046,0.067,150
perform_broadcast,0.002,0.002,0.002,4
