routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.005,0.0,1622
__check_action_completion,0.0,0.0,0.0,1622
preplanner/__get_new_requests,0.0,0.0,0.0,1622
preplanner/__update_performed_requests,0.0,0.0,0.0,1622
preplanner/_update_access_times,0.021,0.858,0.0,1622
preplanner/needs_planning,0.0,0.0,0.0,1622
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,132.816,0.0,132.816,1
preplanner/_schedule_broadcasts,0.275,0.0,0.275,2
preplanner/_schedule_maneuvers,19.211,0.0,19.211,1
preplanner/__schedule_periodic_replan,1.277,0.0,1.277,1
preplanner/generate_plan,168.297,0.0,168.297,1
replanner/__get_new_requests,0.0,0.0,0.0,1622
replanner/__update_performed_requests,0.0,0.001,0.0,1622
replanner/_update_access_times,0.02,0.706,0.0,1622
replanner/_schedule_measurements,4.788,11.321,0.885,9
replanner/_schedule_broadcasts,0.017,0.001,0.017,18
replanner/_schedule_maneuvers,1.931,3.411,0.823,9
