plan_index,t_plan,req_id,subtask_index,t_img,u_exp
0,0.0,c23cc856,2,310.0,0.333
0,0.0,c2454d32,2,350.0,0.333
0,0.0,c23f6962,2,570.0,0.333
0,0.0,c24108ee,2,580.0,0.333
0,0.0,c243cb56,2,630.0,0.333
0,0.0,c245de96,2,670.0,0.333
0,0.0,c2418e9a,2,1630.0,0.333
0,0.0,c23ff26a,2,1780.0,0.333
1,3600.0,c236e260,2,6390.0,0.333
1,3600.0,c2426d06,2,6440.0,0.333
1,3600.0,c238afc8,2,6470.0,0.333
1,3600.0,c240ac8c,2,6530.0,0.333
1,3600.0,c239b7a6,2,6550.0,0.333
1,3600.0,c23aa012,2,6560.0,0.333
1,3600.0,c23da80c,2,6610.0,0.333
2,6530.95,67ae089a,1,6540.0,2.893
2,6530.95,c239b7a6,2,6550.0,0.333
2,6530.95,c23aa012,2,6560.0,0.333
2,6530.95,c23da80c,2,6610.0,0.333
3,6550.929,69c827e6,1,6560.0,2.893
3,6550.929,c23aa012,2,6570.0,0.333
3,6550.929,c23da80c,2,6620.0,0.333
4,6574.664,6ba0738e,1,6590.0,2.893
4,6574.664,c23da80c,2,6630.0,0.333
5,7200.0,c2368748,2,7800.0,0.333
5,7200.0,c242cc1a,2,7860.0,0.333
5,7200.0,c2379b38,2,8070.0,0.333
6,10800.0,c243fd9c,2,11370.0,0.333
6,10800.0,c243241c,2,11490.0,0.333
6,10800.0,c2374084,2,12700.0,0.333
6,10800.0,c24610dc,2,14340.0,0.333
7,14400.0,c23c9b38,2,17310.0,0.333
7,14400.0,c23f3d3e,2,17360.0,0.333
7,14400.0,c2347d4a,2,17420.0,0.333
7,14400.0,c23a71be,2,17450.0,0.333
7,14400.0,c24356e4,2,17590.0,0.333
8,17420.627,2b167ba0,1,17430.0,4.28
8,17420.627,c23a71be,2,17450.0,0.333
8,17420.627,c24356e4,2,17590.0,0.333
9,17455.351,2c10efa4,1,17470.0,4.28
9,17455.351,c24356e4,2,17600.0,0.333
10,18000.0,c23fc5e2,2,18270.0,0.333
11,21600.0,c23f955e,2,23110.0,0.333
11,21600.0,57b2286c,1,23110.0,2.996
11,21600.0,59f881ac,1,23110.0,2.996
11,21600.0,c235fb70,2,23240.0,0.333
11,21600.0,c2449c48,2,23360.0,0.333
12,25200.0,c241e75a,2,28230.0,0.333
12,25200.0,23fd8160,2,28230.0,1.379
12,25200.0,c238ddf4,2,28730.0,0.333
13,28800.0,c2429f24,2,29130.0,0.333
13,28800.0,c24026ea,2,29170.0,0.333
13,28800.0,c23939c0,2,29260.0,0.333
13,28800.0,c2439398,2,29640.0,0.333
14,32400.0,c237c7d4,2,34340.0,0.333
14,32400.0,4f0c525a,2,34340.0,2.448
14,32400.0,c23d7b48,2,35270.0,0.333
14,32400.0,c235cc18,2,35310.0,0.333
14,32400.0,c23bb376,2,35330.0,0.333
14,32400.0,c23629a6,2,35340.0,0.333
15,33140.37,c237c7d4,2,34340.0,0.333
15,33140.37,4f0c525a,2,34340.0,2.448
15,33140.37,c23d7b48,2,35270.0,0.333
15,33140.37,c235cc18,2,35310.0,0.333
15,33140.37,c23bb376,2,35330.0,0.333
15,33140.37,c23629a6,2,35340.0,0.333
15,33140.37,aaeddfd0,1,35720.0,2.654
17,39600.0,c2451b3c,2,41150.0,0.333
17,39600.0,c23881d8,2,41260.0,0.333
17,39600.0,c2457c3a,2,41280.0,0.333
17,39600.0,c23afc92,2,41400.0,0.333
17,39600.0,c241bb04,2,42570.0,0.333
18,39943.459,c2451b3c,2,41150.0,0.333
18,39943.459,c23881d8,2,41260.0,0.333
18,39943.459,c2457c3a,2,41280.0,0.333
18,39943.459,c23afc92,2,41400.0,0.333
18,39943.459,34444ada,1,41400.0,1.243
18,39943.459,c241bb04,2,42570.0,0.333
19,43200.0,9fc05436,1,45550.0,1.657
20,46800.0,c23b575a,2,48060.0,0.333
20,46800.0,c23b29ec,2,48360.0,0.333
20,46800.0,c240d978,2,48820.0,0.333
21,50400.0,5f590008,1,53650.0,2.593
22,54000.0,c23e5d74,2,54060.0,0.333
22,54000.0,c2350b52,2,54200.0,0.333
23,57600.0,c233f10e,2,58720.0,0.333
23,57600.0,c2341fa8,2,58740.0,0.333
23,57600.0,c23d212a,2,58960.0,0.333
23,57600.0,5f5fb97a,1,59750.0,2.593
23,57600.0,02998892,1,59770.0,3.129
23,57600.0,c245ac50,2,59930.0,0.333
23,57600.0,c24430f0,2,59960.0,0.333
23,57600.0,c23cf51a,2,60140.0,0.333
23,57600.0,c239e654,2,60170.0,0.333
24,57600.0,c233f10e,2,58720.0,0.333
24,57600.0,c2341fa8,2,58740.0,0.333
24,57600.0,c23d212a,2,58960.0,0.333
24,57600.0,5f5fb97a,1,59750.0,2.593
24,57600.0,02998892,1,59770.0,3.129
24,57600.0,c245ac50,2,59930.0,0.333
24,57600.0,c24430f0,2,59960.0,0.333
24,57600.0,c23cf51a,2,60140.0,0.333
24,57600.0,c239e654,2,60170.0,0.333
25,57610.507,c233f10e,2,58730.0,0.333
25,57610.507,c2341fa8,2,58750.0,0.333
25,57610.507,c23d212a,2,58970.0,0.333
25,57610.507,5f5fb97a,1,59760.0,2.593
25,57610.507,02998892,1,59780.0,3.129
25,57610.507,c245ac50,2,59940.0,0.333
25,57610.507,c24430f0,2,59970.0,0.333
25,57610.507,c23cf51a,2,60150.0,0.333
25,57610.507,c239e654,2,60180.0,0.333
26,57632.315,c233f10e,2,58740.0,0.333
26,57632.315,c2341fa8,2,58760.0,0.333
26,57632.315,c23d212a,2,58980.0,0.333
26,57632.315,5f5fb97a,1,59770.0,2.593
26,57632.315,02998892,1,59790.0,3.129
26,57632.315,c245ac50,2,59950.0,0.333
26,57632.315,c24430f0,2,59980.0,0.333
26,57632.315,c23cf51a,2,60160.0,0.333
26,57632.315,c239e654,2,60190.0,0.333
27,57633.705,c233f10e,2,58750.0,0.333
27,57633.705,c2341fa8,2,58770.0,0.333
