routine,t_avg,t_std,t_med,n
ENVIRONMENT_wait,-1.0,0.0,-1.0,0
vis_sat_0_0_wait,4.712,31.816,0.828,7033
therm_sat_0_0_wait,4.946,31.838,0.83,7033
sar_sat_0_0_wait,4.711,31.823,0.828,7033
vis_sat_0_1_wait,4.943,31.839,0.83,7033
therm_sat_0_1_wait,4.705,31.818,0.827,7033
sar_sat_0_1_wait,4.706,31.821,0.828,7033
vis_sat_0_2_wait,4.725,31.817,0.833,7033
therm_sat_0_2_wait,4.946,31.834,0.832,7033
vis_sat_1_0_wait,4.726,31.815,0.836,7033
therm_sat_1_0_wait,4.822,31.814,0.834,7033
sar_sat_1_0_wait,4.776,31.82,0.834,7033
vis_sat_1_1_wait,4.758,31.816,0.836,7033
therm_sat_1_1_wait,4.764,31.819,0.83,7033
sar_sat_1_1_wait,4.823,31.819,0.832,7033
vis_sat_1_2_wait,4.731,31.816,0.837,7033
therm_sat_1_2_wait,4.827,31.817,0.837,7033
clock_wait,5.536,31.809,1.104,7033
sim_runtime,38933.997,0.0,38933.997,1
