routine,t_avg,t_std,t_med,n
_read_incoming_messages,0.001,0.011,0.0,728
__check_action_completion,0.0,0.0,0.0,728
preplanner/__get_new_requests,0.0,0.0,0.0,728
preplanner/__update_performed_requests,0.0,0.0,0.0,728
preplanner/_update_access_times,0.036,0.977,0.0,728
preplanner/needs_planning,0.0,0.0,0.0,728
preplanner/_get_available_requests,0.0,0.0,0.0,1
preplanner/_schedule_measurements,226.026,0.0,226.026,1
preplanner/_schedule_broadcasts,2.056,1.988,2.056,2
preplanner/_schedule_maneuvers,24.271,0.0,24.271,1
preplanner/__schedule_periodic_replan,0.458,0.0,0.458,1
preplanner/generate_plan,281.219,0.0,281.219,1
replanner/__get_new_requests,0.0,0.001,0.0,728
replanner/__update_performed_requests,0.0,0.0,0.0,728
replanner/_update_access_times,0.461,3.325,0.0,728
replanner/_schedule_measurements,36.253,40.699,4.505,5
replanner/_schedule_broadcasts,0.486,0.667,0.208,10
replanner/_schedule_maneuvers,2.941,3.412,0.481,5
