routine,t_avg,t_std,t_med,n
__check_action_completion,0.0,0.0,0.0,1720
_wait_for_messages,0.0,0.0,0.0,1720
_preplan,0.055,0.051,0.055,24
_get_next_actions,0.0,0.0,0.0,1720
_replan,0.068,0.031,0.062,3
preplanner/__get_new_requests,0.0,0.0,0.0,1720
preplanner/__update_performed_requests,0.0,0.001,0.0,1720
preplanner/_calc_arrival_times,0.236,0.075,0.224,1789
preplanner/__update_access_times,0.246,2.223,0.0,1720
preplanner/needs_initialized_plan,0.246,2.223,0.0,1720
preplanner/_get_available_requests,0.0,0.0,0.0,24
preplanner/_plan_from_path,0.027,0.025,0.014,24
preplanner/initialize_plan,0.055,0.051,0.055,24
replanner/__update_known_requests,0.007,0.011,0.002,1720
replanner/__update_performed_requests,0.0,0.004,0.0,1720
replanner/_calc_arrival_times,0.254,1.08,0.221,1830
replanner/__update_access_times,0.271,2.575,0.001,1720
replanner/needs_replanning,0.303,2.594,0.012,1720
replanner/_get_available_requests,0.003,0.004,0.0,3
replanner/_plan_from_path,0.033,0.014,0.025,3
